site,crew,date,start_time_mst,visit_type,sensor_pulled,sensor_deployed,sensor_swapped_notes,sensors_cleaned,wiper_working,rdo_cap_condition,rdo_cap_replaced,ph_junction_replaced,cals_performed,cal_report_collected,photos_downloaded,sensor_malfunction,visit_comments,start_DT,DT_round,DT_join,field_season,last_site_visit,sonde_employed,end_dt
legacy,Eric Williams and Katie Willi,2022-05-24,09:30,Sensor Cleaning or Check,x,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,None,No,NA,NA,AT pulled due to risk of install damage (after Rist),2022-05-24T16:30:00Z,2022-05-24T16:30:00Z,2022-05-24 09:30:00,2022,2022-05-24T16:30:00Z,1,NA
legacy,Eric Williams and Katie Willi,2022-06-01,13:30,Sensor Cleaning or Check,NA,x,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,"pH, Level, ORP, SC, Turbidity, DO",Yes,NA,NA,"Redeployed sensor: removed diagonal entrance to water, sonde now hangs at base of bridge  in shallower water.",2022-06-01T20:30:00Z,2022-06-01T20:30:00Z,2022-06-01 13:30:00,2022,2022-06-01T20:30:00Z,0,NA
legacy,Eric Williams,2022-07-08,15:30,Sensor Cleaning or Check,x,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,None,No,NA,NA,"Pulled sonde, could not get back into PVC.",2022-07-08T22:30:00Z,2022-07-08T22:30:00Z,2022-07-08 15:30:00,2022,2022-07-08T22:30:00Z,1,NA
legacy,Eric Williams and Katie Willi,2022-07-12,09:55,Sensor Cleaning or Check,NA,x,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,"pH, ORP, DO, Conductivity",Yes,NA,turbidity,"Redeployed sensor, though turbidity is reading crazy, high, flashy, or 0NTU.",2022-07-12T16:55:00Z,2022-07-12T16:45:00Z,2022-07-12 09:45:00,2022,2022-07-12T16:45:00Z,0,NA
legacy,Eric Williams,2022-07-13,11:30,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,None,NA,NA,turbidity,"Tried to calibrate turbidity but values flashy and too high during calibration, so turbidity calibration was not performed",2022-07-13T18:30:00Z,2022-07-13T18:30:00Z,2022-07-13 11:30:00,2022,2022-07-13T18:30:00Z,0,NA
legacy,Eric Williams,2022-07-16,09:45,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,None,No,NA,turbidity,Replaced turbidity sensor with old one at Archery,2022-07-16T16:45:00Z,2022-07-16T16:45:00Z,2022-07-16 09:45:00,2022,2022-07-16T16:45:00Z,0,NA
legacy,Katie Willi,2022-07-21,09:30,Sensor Cleaning or Check,NA,NA,NA,Yes,No,"Good (mostly black, white speckles)",No,No,None,No,NA,turbidity,Cleaned sensor (very dirty) and housing.Wiper is not working.,2022-07-21T16:30:00Z,2022-07-21T16:30:00Z,2022-07-21 09:30:00,2022,2022-07-21T16:30:00Z,0,NA
legacy,Eric Williams,2022-07-22,09:57,Sensor Cleaning or Check,NA,NA,NA,Yes,No,"Good (mostly black, white speckles)",No,No,Level,Yes,NA,turbidity,"Incorrectly calibrated Level (-12psi), tried to replace wiper but In-Situ gave us just a wiper plug, not an entirely new wiper setup",2022-07-22T16:57:00Z,2022-07-22T16:45:00Z,2022-07-22 09:45:00,2022,2022-07-22T16:45:00Z,0,NA
legacy,Eric Williams,2022-07-25,14:15,Sensor Cleaning or Check,NA,NA,NA,Yes,No,"Good (mostly black, white speckles)",No,No,Level,Yes,NA,level,Recalibrated Level -- Level is correct now,2022-07-25T21:15:00Z,2022-07-25T21:15:00Z,2022-07-25 14:15:00,2022,2022-07-25T21:15:00Z,0,NA
legacy,Katie Willi,2022-08-01,08:30,Sensor Cleaning or Check,NA,NA,NA,Yes,No,"Good (mostly black, white speckles)",No,No,None,No,NA,turbidity,"Cleaned sensors, lots of sediment buildup. Water chocolate milk.",2022-08-01T15:30:00Z,2022-08-01T15:30:00Z,2022-08-01 08:30:00,2022,2022-08-01T15:30:00Z,0,NA
legacy,Katie Willi,2022-08-02,08:50,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,Yes,"pH, ORP, DO, Conductivity, Turbidity",Yes,NA,turbidity,Replaced broken wiper with working one from Rist sonde. Installed new pH sensor. Sensor data still looks off. Will send sonde in for repairs.,2022-08-02T15:50:00Z,2022-08-02T15:45:00Z,2022-08-02 08:45:00,2022,2022-08-02T15:45:00Z,0,NA
legacy,Eric Williams,2022-08-03,12:30,Sensor Cleaning or Check,x,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,"pH, ORP, DO, Conductivity, Turbidity, Level",Yes,NA,NA,Replaced sonde with Rist's sonde because wiper wasn't working here,2022-08-03T19:30:00Z,2022-08-03T19:30:00Z,2022-08-03 12:30:00,2022,2022-08-03T19:30:00Z,1,NA
legacy,Katie Willi,2022-08-04,08:50,Sensor Cleaning or Check,x,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,Turbidity,Yes,NA,turbidity,VuLink not recording most data in log. Believe issue to be faulty cable. Swapped cable. Also pulled sensor because it was no longer wet.,2022-08-04T15:50:00Z,2022-08-04T15:45:00Z,2022-08-04 08:45:00,2022,2022-08-04T15:45:00Z,1,NA
legacy,Katie Willi,2022-08-25,09:09,Sensor Cleaning or Check,NA,x,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,"pH, ORP, DO, Conductivity, Turbidity, Level",Yes,NA,NA,Redeployed sensor. Black water event getting worse during deployment.,2022-08-25T16:09:00Z,2022-08-25T16:00:00Z,2022-08-25 09:00:00,2022,2022-08-25T16:00:00Z,0,NA
legacy,Katie Willi and Anika Pyle,2022-08-29,12:10,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,ORP,Yes,NA,NA,Cleaned sensor out of concern for ORP readings but after calibration values remained similar. VuLink batteries need to be replaced.,2022-08-29T19:10:00Z,2022-08-29T19:00:00Z,2022-08-29 12:00:00,2022,2022-08-29T19:00:00Z,0,NA
legacy,Eric Williams,2022-09-02,15:50,Sensor Cleaning or Check,NA,NA,NA,No,NA,NA,No,No,None,No,NA,NA,"Replaced VuLink batteries, checked water level to ensure that sensor is in water",2022-09-02T22:50:00Z,2022-09-02T22:45:00Z,2022-09-02 15:45:00,2022,2022-09-02T22:45:00Z,0,NA
legacy,Eric Williams,2022-09-03,12:46,Sensor Cleaning or Check,x,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,Turbidity,Yes,NA,full sonde,"Checked turbidity sensor, switched it and conductivity, causing it to finally start reading data. Calibrated turbidity, then reinstalled. Sensor was very clean upon removing. AT600 battery is 62%.",2022-09-03T19:46:00Z,2022-09-03T19:45:00Z,2022-09-03 12:45:00,2022,2022-09-03T19:45:00Z,1,NA
legacy,Katie Willi,2022-09-07,06:57,Sensor Cleaning or Check,NA,NA,NA,No,Yes,"Good (mostly black, white speckles)",No,No,None,No,NA,full sonde,"Pulled sonde, no longer submerged",2022-09-07T13:57:00Z,2022-09-07T13:45:00Z,2022-09-07 06:45:00,2022,2022-09-07T13:45:00Z,0,NA
legacy,Eric Williams,2023-03-31,09:45,Sensor Cleaning or Check,NA,x,NA,NA,NA,NA,NA,NA,None,No,NA,NA,"Upgraded VuLink to v1.70, upgrated AT to v1.54, RDO cap expiration warning, wiper works, did NOT register, had to fold cord to make AT and VuLink fit. no antenna",2023-03-31T16:45:00Z,2023-03-31T16:45:00Z,2023-03-31 09:45:00,2023,2023-03-31T16:45:00Z,0,NA
legacy,Eric Williams,2023-04-03,10:35,Sensor Cleaning or Check,x,NA,NA,NA,NA,NA,NA,NA,None,No,NA,NA,"Pulled sonde and VuLink, registered VuLink. Test upload SUCCESSFUL - data later reporting on HydroVu fine. Added antenna and had to fold cord again to get sonde and VuLink to fit. Sonde was not actually suspended into the water.",2023-04-03T17:35:00Z,2023-04-03T17:30:00Z,2023-04-03 10:30:00,2023,2023-04-03T17:30:00Z,1,NA
legacy,Katie Willi,2023-04-06,17:45,Sensor Cleaning or Check,NA,x,NA,NA,NA,NA,NA,NA,None,No,NA,NA,Sonde was not submerged (cable wasn't suspended long enough). Is now submerged. Added additional bracket to bottom end of PVC.,2023-04-07T00:45:00Z,2023-04-07T00:45:00Z,2023-04-06 17:45:00,2023,2023-04-07T00:45:00Z,0,NA
legacy,Eric Williams,2023-04-17,17:00,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,Turbidity,Yes,field pics taken,NA,"turbidity data was slightly weird (flashy, above 50NTU at times) prior to visit. Calibrated turbidity. Retaped cord as it was potentially getting sonde above water level. Sonde was quite gunky for this time of year and flows were pretty high (200cfs)",2023-04-18T00:00:00Z,2023-04-18T00:00:00Z,2023-04-17 17:00:00,2023,2023-04-18T00:00:00Z,0,NA
legacy,Eric Williams,2023-04-20,14:14,Sensor Cleaning or Check,NA,NA,NA,NA,NA,NA,NA,NA,None,No,No,NA,"Added well dock. Did not pull VuLink up more than about 1""",2023-04-20T21:14:00Z,2023-04-20T21:00:00Z,2023-04-20 14:00:00,2023,2023-04-20T21:00:00Z,0,NA
legacy,Eric Williams,2023-04-28,18:08,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,"pH, ORP, Conductivity, Turbidity, DO",Yes,No,NA,Q and stage getting higher here. Sonde and wiper a bit dirty. Branches and woody debris stuck on PVC and in gap between it and concrete bridge support,2023-04-29T01:08:00Z,2023-04-29T01:00:00Z,2023-04-28 18:00:00,2023,2023-04-29T01:00:00Z,0,NA
legacy,Eric Williams,2023-05-03,17:28,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,None,NA,No,NA,Cleaned sonde. Everything looks good.,2023-05-04T00:28:00Z,2023-05-04T00:15:00Z,2023-05-03 17:15:00,2023,2023-05-04T00:15:00Z,0,NA
legacy,Eric Williams,2023-05-04,19:06,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,none,NA,No,NA,Cleaned and downloaded data. Flows and stage increasing.,2023-05-05T02:06:00Z,2023-05-05T02:00:00Z,2023-05-04 19:00:00,2023,2023-05-05T02:00:00Z,0,NA
legacy,"Sam_Struthers,Jed_Lichtensztajn",2023-05-15,12:45,Sensor Cleaning or Check,NA,NA,NA,Yes,yes,"Good (mostly black, white speckles)",no,no,"DO,pH,ORP,Turbidity,Conductivity",Yes,"No, field pics taken",NA,"Calibrations were in the desired ranges. Live readings looked good. Turbity was in the 180s, depth was 2,3 feet. Minimal sensor sediment. High flows water very turbid.  Couldn’t access sd card.",2023-05-15T19:45:00Z,2023-05-15T19:45:00Z,2023-05-15 12:45:00,2023,2023-05-15T19:45:00Z,0,NA
legacy,Sam Struthers,2023-05-31,08:13,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",no,no,None,NA,No,NA,Stoppped by to show FCGOV folks the sensor and cleaned it out. Some small debris in the sensor but overall quite clean.,2023-05-31T15:13:00Z,2023-05-31T15:00:00Z,2023-05-31 08:00:00,2023,2023-05-31T15:00:00Z,0,NA
legacy,Chle Miller,2023-06-08,08:20,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,"DO, pH, ORP, conductivity, turbidity",Yes,Yes,NA,"Live readings for depth were negative, but preview was good, turb readings were too high at 100NTU. It wasn't caked in sediment, but it was grimy around the restrictor interior and in the brush. RDO cap is expired, but looked good.RDO temp would not stabilize, so calibrated at nominal (which according to InSitu via phone call is just the Sonde being old). Sonde was diconnected and then reconnected and unpaused, but I don't think it left the water when unpaused. VuLink wouldn't turn on, so I replaced the batteries with new ones (even though the old ones were 79% -- these batteries are in the new batteries box). This fixed the problem. Camera SD card was replaced as well. Flows were high.",2023-06-08T15:20:00Z,2023-06-08T15:15:00Z,2023-06-08 08:15:00,2023,2023-06-08T15:15:00Z,0,NA
legacy,sam Struthers,2023-06-12,10:50,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,no,none,na,no,logging issues,came to check on logging issue. log was started when i got there but only 2 data points existed. created a new log at 15 min and 30 min upload. cleared all old logs. will update online to 6hr upload when data has been properly coming in.,2023-06-12T17:50:00Z,2023-06-12T17:45:00Z,2023-06-12 10:45:00,2023,2023-06-12T17:45:00Z,0,NA
legacy,Sam Struthers,2023-06-23,10:30,Sensor Cleaning or Check,NA,NA,NA,Yes,yes,"Good (mostly black, white speckles)",no,no,None,NA,"No, field pics taken",NA,"Legacy was still set to upload at 30 min, updated to 3 hours. cleaned sonde with tap and DI water. restarted log, sent test upload and disconnected",2023-06-23T17:30:00Z,2023-06-23T17:30:00Z,2023-06-23 10:30:00,2023,2023-06-23T17:30:00Z,0,NA
legacy,Chloe Miller,2023-06-28,11:32,Sensor Cleaning or Check,NA,NA,NA,No,NA,"Good (mostly black, white speckles)",No,No,None,NA,No,NA,"Went to Legacy just to do the software update…ideally will save 20 min for the next visit. Live readings did look good, and I did need to disconnect to see the blue ""paused bar""",2023-06-28T18:32:00Z,2023-06-28T18:30:00Z,2023-06-28 11:30:00,2023,2023-06-28T18:30:00Z,0,NA
legacy,sam struthers,2023-07-18,08:10,Sensor Cleaning or Check,NA,NA,NA,yes,yes,Fair (white speckles are starting to go away),no,no,"DO, conductivity, ORP, pH, Turbidity",Yes,SD card collected and field pictures,NA,"live readings good, cleaned some gunk off but mostly clean, calibrated smoothly. got warning that RDO cap is expired. live readings with deployment looked good.",2023-07-18T15:10:00Z,2023-07-18T15:00:00Z,2023-07-18 08:00:00,2023,2023-07-18T15:00:00Z,0,NA
legacy,"Chloe Miller, Juan De La Torre",2023-08-08,09:06,Sensor Cleaning or Check,NA,NA,NA,yes,yes,"Good (mostly black, white speckles)",no,no,"RDO, conductivity, pH, ORP, turb",Yes,SD card,NA,"Pre live: RDO (90%), turb (30ntu) -- not that murky. Thin layer of sediment on sensors and inside restrictor. O ring under sensors was broken (snapped off) causing liquid to just fall right through the bottom holes when the sonde is in calibration mode. We fixed this problem to calibrate by pulling the O ring tightly and then duct taping it...this worked well enough to calibrate all of them (conductivity did get a little water in the port plug (don't think that was from the lack of o ring though) but it fixed itself once dried off (restored calib defaults in the process). Catalina helped O ring size (Chloe has sizing email). SD card changed. RDO past its lifetime, but cap looked good. 10 NTU read 3, 100 read 85. Batteries were at 30%, but as soon as we changed batteries to the big gray ones, the lights wouldn't turn on. uhg.",2023-08-08T16:06:00Z,2023-08-08T16:00:00Z,2023-08-08 09:00:00,2023,2023-08-08T16:00:00Z,0,NA
legacy,Katie Willi,2023-08-16,07:45,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (Mostly Black, white speckles)",No,no,"Turbidity, Level",Yes,No,NA,Cleaned sensor and its housing. Turbidity was unreasonably high - recalibrated and it was fine.,2023-08-16T14:45:00Z,2023-08-16T14:45:00Z,2023-08-16 07:45:00,2023,2023-08-16T14:45:00Z,0,NA
legacy,Jed Lichtensztajn,2023-08-23,14:50,Sensor Cleaning or Check,NA,NA,NA,yes,yes,"Good (Mostly Black, white speckles)",no,no,none,no,na,NA,swapped the turbidty sensor water levels were low live readings looked good,2023-08-23T21:50:00Z,2023-08-23T21:45:00Z,2023-08-23 14:45:00,2023,2023-08-23T21:45:00Z,0,NA
legacy,"Juan De La Torre, Sam Struthers",2023-08-24,09:00,Sensor Cleaning or Check,x,x,NA,no,NA,NA,no,no,none,no,no,NA,"Site visit to switch pvc housing from 2"" to 4"" pipe. Stopped log when we arrived and restarted log when we were finished. Sonde was left in river while the housing was being switched.",2023-08-24T16:00:00Z,2023-08-24T16:00:00Z,2023-08-24 09:00:00,2023,2023-08-24T16:00:00Z,0,NA
legacy,Chloe Miller,2023-08-31,12:15,Sensor Cleaning or Check,NA,NA,NA,yes,yes,"Good (mostly black, white speckles)",no,no,"RDO, Conductivity, pH, ORP, Turbidity",yes,SD card,NA,"Pre live said RDO was 10.4 and 106%...turb was 15NTU. Depth at 1ft. Sonde had ver little sediment, but the brush had some sedmement in the bristles (not on the sensors). RDO cap expired, but looks good. No microfiber cloth so used my shirt. Turb 10NTU read 15, and 100NTU read 109 during calibration. Post live, RDO was still super high at 9.85 and 125%, and turbidity read 0...which was definitely not the case. Depth at .9ft. Changed SD card. Saw horses walk through Poudre.",2023-08-31T19:15:00Z,2023-08-31T19:15:00Z,2023-08-31 12:15:00,2023,2023-08-31T19:15:00Z,0,NA
legacy,Nick Gubbins,2023-09-15,11:18,Sensor Cleaning or Check,NA,NA,NA,no,na,na,no,no,None,NA,no,Dead batteries,"Swapped tube batteries. Alkaline batteries should not be used in the future. (i.e., Lithium only)",2023-09-15T18:18:00Z,2023-09-15T18:15:00Z,2023-09-15 11:15:00,2023,2023-09-15T18:15:00Z,0,NA
legacy,Chloe Miller,2023-09-19,13:43,Sensor Cleaning or Check,x,NA,NA,no,na,"Good (mostly black, white speckles)",no,no,none,na,yes,NA,"Camera batteries good, SD card replaced, time changed to be correct. The sonde was a mess, went to fix the issue where turb = 0, and RDO not showing up on HydroVu. Sonde was saying that RDO and conductivity sensors weren't even inside of the sensor ports, so I went to fix that by taking them out and putting them back in (greased). John had me reset the factory settings on the VuLink, but afterwards the VuLink and AT wouldn't connect to one another. VuLink would also not turn off on its own after I disconnected. Pulled sonde and stored w pH4 solution.",2023-09-19T20:43:00Z,2023-09-19T20:30:00Z,2023-09-19 13:30:00,2023,2023-09-19T20:30:00Z,1,NA
legacy,Chloe Miller,2023-09-22,13:10,Sensor Cleaning or Check,NA,x,"deployed AT: 610736, Vu: 1011567",no,yes,"Good (mostly black, white speckles)",no,no,none,no,no,NA,"Cleared existing logs after deploying, started new log, test upload worked.",2023-09-22T20:10:00Z,2023-09-22T20:00:00Z,2023-09-22 13:00:00,2023,2023-09-22T20:00:00Z,0,NA
legacy,Chloe Miller,2023-10-11,11:37,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",no,no,"RDO, conductivity, pH, ORP, turbidity",yes,yes,NA,"This site went super well! Turb was reading low numbers in the pre live (around .6NTU), but the water and sonder were both quite clear. pH in pre live was about 9. Depth isn't read on this sonde, but the water is getting quite low there, about only half of the restrictor was covered. Wiper is working well, the biofilm was only on the wiper and not the sensors! Added a new SD card, but camera batteries are still kicking it at 3/4. Post live turb was 3NTU, and pH was 8.14.",2023-10-11T18:37:00Z,2023-10-11T18:30:00Z,2023-10-11 11:30:00,2023,2023-10-11T18:30:00Z,0,NA
legacy,Jed Lichtensztajn,2023-10-19,14:10,Sensor Cleaning or Check,NA,NA,NA,yes,yes,"Good (mostly black, white speckles)",no,no,none,no,"no, field pics taken",NA,"Cleaned sonde, besides that everthing looked good values stayed similair post cleaining on live readings. Vulink was not connected properly to housing top, fixed before I left after a little mishap. downloaded the vulink log",2023-10-19T21:10:00Z,2023-10-19T21:00:00Z,2023-10-19 14:00:00,2023,2023-10-19T21:00:00Z,0,NA
lincoln,Eric Williams and Marin MacDonald,2022-10-20,15:00,Sensor Cleaning or Check,NA,NA,NA,No,NA,NA,No,No,None,No,No,NA,"Sonde not showing up on HydroVu after access granted by In-Situ. Connected to VuLink and downloaded log. VuLink said ""Connected Pulse Instrument"" in Connected Instruments. We couldn't access/do anything with the Pulse instrument. Upon first connection, I did see an AT with a serial number starting with 4, but it never showed up after that. VuLink log also only had pressure, T, acre feet, battery, and datetime. We did NOT remove the AT because the cord was carefully folded and we did not want to mess it up. We did not find a solution to the AT600 not showing up...",2022-10-20T22:00:00Z,2022-10-20T22:00:00Z,2022-10-20 15:00:00,2022,2022-10-20T22:00:00Z,0,NA
lincoln,"sam Struthers, Nick Gubbins",2023-07-06,11:30,Sensor Cleaning or Check,x,NA,NA,no,NA,NA,no,na,none,NA,no,NA,"pulled sonde and pipe, sonde was dry when removed and had significant sediment built up. returned pipe to in situ and sonde to NESB",2023-07-06T18:30:00Z,2023-07-06T18:30:00Z,2023-07-06 11:30:00,2023,2023-07-06T18:30:00Z,1,NA
lincoln,"Chloe Miller, Sam Struthers, Jed Lichtensztajn",2023-07-28,06:45,Sensor Cleaning or Check,NA,NA,NA,no,Yes,"Good (mostly black, white speckles)",no,no,none,na,no,NA,"Changed housing set up so that the sonde sat at a deeper part of the river by shifting the housing up stream, and moving some of the brackets north as well. May need to come back to install something that will dampen force of the river as it hits the housing's side. Square angular posts?",2023-07-28T13:45:00Z,2023-07-28T13:45:00Z,2023-07-28 06:45:00,2023,2023-07-28T13:45:00Z,0,NA
lincoln,"Chloe Miller, Jed Lichtensztajn",2023-07-31,12:00,Sensor Cleaning or Check,NA,NA,NA,no,na,NA,no,no,none,na,no,NA,"Also not uploading to HydroVu, fixed by just checking on sonde and doing a 5 min uploading interval to make sure data was ocming in. Test upload worked. Jed pulled 2 large sticks that were caught outside of the housing.",2023-07-31T19:00:00Z,2023-07-31T19:00:00Z,2023-07-31 12:00:00,2023,2023-07-31T19:00:00Z,0,NA
lincoln,Katie Willi,2023-08-16,09:00,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (Mostly Black, white speckles)",No,No,None,No,NA,NA,Cleaned sensor and housing. Swapped 15 ft. cable for 25 ft. rental cable.,2023-08-16T16:00:00Z,2023-08-16T16:00:00Z,2023-08-16 09:00:00,2023,2023-08-16T16:00:00Z,0,NA
lincoln,Jed Lichtensztajn,2023-08-22,08:00,Sensor Cleaning or Check,x,NA,NA,yes,yes,"Good (Mostly Black, white speckles)",no,no,none,NA,NA,NA,Showed up connected to Vulink and checked live readins on AT however lost comunication with it was on the phone for a hour and a half pulled the AT and Vulink and brought it back to the lab the conecting cable 25ft was faulty,2023-08-22T15:00:00Z,2023-08-22T15:00:00Z,2023-08-22 08:00:00,2023,2023-08-22T15:00:00Z,1,NA
lincoln,"Sam Struthers, Kat Demaree",2023-09-01,10:30,Sensor Cleaning or Check,NA,x,Added CU700,yes,yes,"Good (mostly black, white speckles)",no,no,none,na,na,NA,"Had troubles getting it to the bottom of the housing, had to cut a new hole in the pipe to help it down. Needed speed to break thru pvc glue. Started new log, forgot to reset upload to 3 hour vs 1 day.",2023-09-01T17:30:00Z,2023-09-01T17:30:00Z,2023-09-01 10:30:00,2023,2023-09-01T17:30:00Z,0,NA
lincoln,Chloe Miller,2023-09-05,15:59,Sensor Cleaning or Check,NA,NA,NA,no,no,NA,no,no,none,na,na,NA,Changed upload time from 1 day to 3 hours,2023-09-05T22:59:00Z,2023-09-05T22:45:00Z,2023-09-05 15:45:00,2023,2023-09-05T22:45:00Z,0,NA
lincoln,Jed Lichtensztajn,2023-09-12,14:00,Sensor Cleaning or Check,x,x,Swapped boxelder turb for lincoln turb,yes,yes,"Good (mostly black, white speckles)",no,no,Turbidity,yes,no field pics takem,"Turbdity not logging correctly, swapped sensors","Turbidity hasn't been sending data to hydrovu it has been flatlined on 0 since 700 deployment. I callibrated Turbdiity the 10 ntu calllibration was jumping all ovef the place, however eventually got it to stabalize around 8 ntu. called tech support and send John from insitu the Vulink Log he said he will get back to me. On live readings I could see that the troll was reading Turbidty at around 7 ntu.",2023-09-12T21:00:00Z,2023-09-12T21:00:00Z,2023-09-12 14:00:00,2023,2023-09-12T21:00:00Z,0,NA
lincoln,Chloe Miller,2023-09-28,13:13,Sensor Cleaning or Check,NA,NA,NA,yes,yes,"Good (mostly black, white speckles)",no,no,"RDO, conductivity, pH, ORP, turbidity",yes,no,NA,"Upgraded VuLink firmware. Water levels were super low. Not super dirty, but some biofilm present. Live readings for RDO were around 9 and 123%. Depth at .1ft. Calibrations went well, needed to restore calib defaults for RDO because there was an error in calibration. RDO cap looked like its on its way out, will likely make it until the end of the season. Placed the sonde back in as far as it could go (depth still at .1ft). Live readings looked good, RDO still around 120%. Turb went from 50 pre live to 5 post live!",2023-09-28T20:13:00Z,2023-09-28T20:00:00Z,2023-09-28 13:00:00,2023,2023-09-28T20:00:00Z,0,NA
lincoln,Chloe Miller,2023-10-13,15:25,Sensor Cleaning or Check,NA,NA,NA,yes,yes,White speckles were faded and smaller,yes,no,"RDO, conductivity, pH, ORP, turbidity",yes,no,NA,"Pre live had high turbidity. Depth low at .13 ft, but since then there has been more flow through that area. Mostly clean, some stripes. I replaced the RDO cap because it was looking like it was in poor shape. Fluctuation of conductivity and wouldn't stabilize, so I restored the conductivity calib defaults. Turbidity -- I forgot to shake the bottle for 10NTU, and I only covered the temperature gague instead of the wiper port. It read okay though. Post live readings good. Battery was at 33%, I chose to leave it but may need to return soon. Said 64 days of life left but idk how accurate those are.",2023-10-13T22:25:00Z,2023-10-13T22:15:00Z,2023-10-13 15:15:00,2023,2023-10-13T22:15:00Z,0,NA
pbd,"Chloe Miller, Jed Lichtensztajn",2023-06-27,14:55,Sensor Cleaning or Check,NA,NA,NA,"Yes, tap",Yes,"Good (mostly black, white speckles)",No,No,None,Na,No,NA,"Checked on Sonde live readings looksed good and matched the probe. Turbidity however, was too high at like 180. Checked on Sonde, and there was sediment caked only on the cap, not the sensors. Cleaned w tap and it resolved the problem so it went back down to 5NTU. Water is just below the 4th bracket from the top (consider putting stage plate there?). Data log downloaded. Rob Graves didn't like that we were there :')",2023-06-27T21:55:00Z,2023-06-27T21:45:00Z,2023-06-27 14:45:00,2023,2023-06-27T21:45:00Z,0,NA
pbd,"Chloe Miller, Jed Lichtensztajn, Sam Struthers",2023-07-07,09:00,Sensor Cleaning or Check,NA,x,NA,No,Yes,NA,No,NA,RDO,Yes,No,NA,"Installed the new sonde at PBD location, which had pre-existing housing. we cleaned the housing which had a layer of sediment towards the bottom of the sonde preventing the AT from reaching a desired depth. We deployed the new sonde and noticed that the RDO sat % was pretty low reading mid 70s so we callibrated it and than it was reading mid 80s for RDO sat % and mid 8s mg/L. additionally we bolted the sonde the cement to prevent it from falling in the river. there is no signal out there so we couldn't send a test upload. We will need to keep an eye on this sonde to make sure everything is working properly.",2023-07-07T16:00:00Z,2023-07-07T16:00:00Z,2023-07-07 09:00:00,2023,2023-07-07T16:00:00Z,0,NA
pbd,Jed Lichtensztajn,2023-07-21,09:30,Sensor Cleaning or Check,NA,NA,NA,"yes, tap",yes,"Good (mostly black, white speckles)",no,no,none,no,"no, fotos taken",NA,"Most data looked good, however turbidity was extremly high in the mid 1000s, due to the fact that the ristricitor cap was filled up completly with sediment. I cleaned the housing, and downloaded the log. The rest of the live readings looked good after cleaninig the sediment out. Therefore I did not calibrate",2023-07-21T16:30:00Z,2023-07-21T16:30:00Z,2023-07-21 09:30:00,2023,2023-07-21T16:30:00Z,0,NA
pbd,"Chloe Miller, Sam Struthers, Jed Lichtensztajn",2023-07-26,13:00,Sensor Cleaning or Check,NA,NA,NA,Yes,yes,"Good (mostly black, white speckles)",No,No,none,NA,field pics taken,NA,"Went to site to download data and get registration code, flows were low enough to check out housing and found that the bottom had a cap trapping sediment. Pulled housing out, drilled holes and removed cap on bottom. Added additional bracket for high flows. Redeployed sensor and disconnected.",2023-07-26T20:00:00Z,2023-07-26T20:00:00Z,2023-07-26 13:00:00,2023,2023-07-26T20:00:00Z,0,NA
pbd,"Chloe Miller, Sam Struthers, Jed Lichtensztajn",2023-07-27,10:30,Sensor Cleaning or Check,NA,NA,NA,no,NA,NA,no,no,none,na,field pics taken,NA,"downloaded log and got registration code, checked live readings",2023-07-27T17:30:00Z,2023-07-27T17:30:00Z,2023-07-27 10:30:00,2023,2023-07-27T17:30:00Z,0,NA
